,school,school_norm,school_standard,specialization,specialization_norm,specialization_standard
4513,trường GTVT,giao thong van tai,dai hoc giao thong van tai,cơ khí,co khi,co khi
4514,CAO ĐẲNG NGHỀ DU LỊCH SÀI GÒN,cao dang nghe du lich sai gon,cao dang nghe du lich sai gon,Quản trị Nhà hàng Khách sạn,quan tri nha hang khach san,quan tri khach san
4515,Học viện Chính sách và Phát triển,hoc vien chinh sach phat trien,hoc vien chinh sach phat trien,Quản lý nhà nước và Kinh tế quốc tế,quan ly nha nuoc kinh te quoc te,quan ly nha nuoc
4516,Cao đẳng Bách Việt TP Hồ Chí Minh,cao dang bach viet hcm,cao dang bach viet,0,0,0
4517,THPT Châu Thành,trung hoc pho thong chau thanh,trung hoc pho thong chau thanh,0,0,0
4518,Trường đào tạo bồi dưỡng cán bộ công thương trung ương,dao tao boi duong can bo cong thuong trung uong,CannotFound,Thương mại điện tử,thuong mai dien tu,thuong mai dien tu
4519,Đại học Khoa học và Công nghệ ,dai hoc khoa hoc cong nghe,dai hoc khoa hoc cong nghe ha noi,0,0,0
4520,Đại học Sư phạm Đà Nẵng,dai hoc su pham da nang,dai hoc su pham da nang,Sinh học,sinh hoc,sinh hoc
4521,Đại học Sư phạm Đà Nẵng,dai hoc su pham da nang,dai hoc su pham da nang,Sinh học,sinh hoc,sinh hoc
4522,Trường cao đẳng nghề nông nghiệp và phát triển nông thôn Phú Thọ,cao dang nghe nong nghiep phat trien nong thon phu tho,cao dang nghe nong nghiep phat trien nong thon thanh hoa,Điện tử - điện lạnh,dien tu dien lanh,dien tu dien lanh
4523,Học  Viện Nghệ Thuật Quốc Gia,hoc vien nghe thuat quoc gia,khoa hoc lien nganh nghe thuat dai hoc quoc gia ha noi,Thiết Kế đồ họa,thiet ke do hoa,thiet ke do hoa
4524,Đại Học Đồng Tháp,dai hoc dong thap,dai hoc dong thap,Sư phạm Tiếng Anh,su pham tieng anh,su pham tieng anh
4525,Đại học Kinh tế TP Hồ Chí Minh,dai hoc kinh te hcm,dai hoc kinh te hcm,0,0,0
4526,ĐH Luật TP. Hồ Chí Minh,dai hoc luat hcm,dai hoc luat hcm,Luật Quốc tế,luat quoc te,luat quoc te
4527,Học Viện Y học Cổ truyền Việt Nam,hoc vien y hoc co truyen viet nam,hoc vien y duoc hoc co truyen viet nam,0,0,0
4528,Đại học Đà Lạt,dai hoc da lat,dai hoc da lat,Việt Nam học,viet nam hoc,viet nam hoc
4529,Học Viện Y học Cổ truyền Việt Nam,hoc vien y hoc co truyen viet nam,hoc vien y duoc hoc co truyen viet nam,0,0,0
4530,Đại học Sài Gòn,dai hoc sai gon,dai hoc sai gon,Tài chính Ngân hàng,tai chinh ngan hang,tai chinh ngan hang
4531,THPT Trường chinh,trung hoc pho thong truong chinh,trung hoc pho thong truong chinh,0,0,0
4532,THPT Thanh Tuyền,trung hoc pho thong thanh tuyen,trung hoc pho thong thanh tuyen,0,0,0
4533,Đại học Kinh tế và Quản trị kinh doanh thoải nguyên,dai hoc kinh te quan tri kinh doanh thoai nguyen,dai hoc kinh te quan tri kinh doanh thai nguyen,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4534,Đại học Kinh tế Tp Hồ Chí Minh,dai hoc kinh te hcm,dai hoc kinh te hcm,0,0,0
4535,Trường Trung cấp Tài chính Kế toán Tiền giang,trung cap tai chinh ke toan tien giang,CannotFound,0,0,0
4536,đại học kiến trúc,dai hoc kien truc,dai hoc kien truc hcm,xây dựng,xay dung,quan ly xay dung
4537,Học Viện Ngoại Giao,hoc vien ngoai giao,hoc vien ngoai giao,Kinh Tế Quốc Tế,kinh te quoc te,kinh te quoc te
4538,THPT,trung hoc pho thong,trung hoc pho thong,THPT,trung hoc pho thong,trung hoc pho thong
4539,Đại Học Tài Chính - Marketing,dai hoc tai chinh marketing,dai hoc tai chinh marketing,Thương Mại Quốc Tế,thuong mai quoc te,thuong mai quoc te
4540,Cao đẳng nghề an giang,cao dang nghe an giang,cao dang nghe an giang,Lập trình máy tính,lap trinh may tinh,lap trinh may tinh
4541,Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Quản trị doanh nghiệp,quan tri doanh nghiep,quan tri moi truong doanh nghiep
4542,DH Tài Nguyên Và Môi Trường Hà Nội,dai hoc tai nguyen moi truong ha noi,dai hoc tai nguyen moi truong ha noi,Công Nghệ Thông Tin,cong nghe thong tin,cong nghe thong tin
4543,Học viện Thanh thiếu niên Việt Nam,hoc vien thanh thieu nien viet nam,hoc vien thanh thieu nien viet nam,Xây dựng Đảng và Chính quyền Nhà Nước,xay dung dang chinh quyen nha nuoc,xay dung dang chinh quyen nha nuoc
4544,ĐH Văn Hoá Hà Nội,dai hoc van hoa ha noi,dai hoc van hoa ha noi,Quản Lý VH,quan ly vh,quan ly vh
4545,keuka,keuka,CannotFound,quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4546,Học viện Nông nghiệp Việt Nam,hoc vien nong nghiep viet nam,hoc vien nong nghiep viet nam,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
4547,IUH - Trường ĐH Công Nghiệp Tp.HCM,iuh truong dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,1,1,1
4548,.,,CannotFound,.,,
4549,FPT,fpt,dai hoc fpt,Software,software,ky thuat phan mem
4550,Đại học Tôn Đức Thắng,dai hoc ton duc thang,dai hoc ton duc thang,Chuyên ngành quản trị nhà hàng - khách sạn,chuyen nganh quan tri nha hang khach san,quan tri khach san
4551,cơ điện chí linh hải dương,co dien chi linh hai duong,CannotFound,cơ khí,co khi,co khi
4552,đại học công nghiệp tp. hcm ,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,quản lí môi trường,quan li moi truong,quan ly tai nguyen moi truong
4553,Cao Đẳng Văn hoá Nghệ Thuật và Du lịch Sài Gòn,cao dang van hoa nghe thuat du lich sai gon,cao dang van hoa nghe thuat du lich sai gon,Quản trị nhà hàng- khách sạn,quan tri nha hang khach san,quan tri khach san
4554,Trường Đại Học Thăng Long,dai hoc thang long,dai hoc thang long,Kế toán,ke toan,ke toan
4555,Lạc Hồng,lac hong,dai hoc lac hong,Kỹ thuật xây dựng,ky thuat xay dung,ky thuat xay dung
4556,Đại Học Công Nghiệp,dai hoc cong nghiep,dai hoc cong nghiep hcm,Kỹ Thuật Điện,ky thuat dien,ky thuat dien
4557,phú lâm,phu lam,CannotFound,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
4558,trung học phổ thông thường tín,trung hoc pho thong thuong tin,trung hoc pho thong thuong tin,học văn hóa,hoc van hoa,hoa hoc
4559,trường cao đẳng nghề giao thông vận tải đường thuỷ 1,cao dang nghe giao thong van tai duong thuy 1,cao dang nghe giao thong van tai duong thuy i,điện công nghiệp,dien cong nghiep,dien cong nghiep
4560,Đại học Kinh tế Tp.Hồ Chí Minh,dai hoc kinh te hcm,dai hoc kinh te hcm,Quản trị,quan tri,quan tri nhan luc
4561,Học viên tài chính,hoc vien tai chinh,hoc vien tai chinh,Khoa Tài chính - Ngân hàng,khoa tai chinh ngan hang,tai chinh ngan hang
4562,Đại học Ngoại Thương Hà Nội,dai hoc ngoai thuong ha noi,dai hoc ngoai thuong,kinh tế đối ngoại,kinh te doi ngoai,kinh te
4563,Đại Học Đông Đô,dai hoc dong do,dai hoc dong do,Kinh tế đối ngoại,kinh te doi ngoai,kinh te
4564,đại học công nghiệp Tp.HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,quản trị khách sạn,quan tri khach san,quan tri khach san
4565,đại học giao thông vận tải hà nội,dai hoc giao thong van tai ha noi,dai hoc giao thong van tai,xây dựng cầu đường,xay dung cau duong,xay dung cau duong
4566,truong trung hoc co so phong hoa,trung hoc co so phong hoa,trung hoc co so phong hoa,son Pu,son pu,son pu
4567,cao đẳng sư phạm hà nội,cao dang su pham ha noi,cao dang su pham ha noi,sư phạm hoá học,su pham hoa hoc,su pham hoa hoc
4568,đại học sư phạm kĩ thuật tp hcm,dai hoc su pham ki thuat hcm,dai hoc su pham ky thuat hcm,may công nghiệp,may cong nghiep,may cong nghiep
4569,đại học đồng nai,dai hoc dong nai,dai hoc dong nai,tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
4570,trung cấp kỹ thuật nông nghiệp tp,trung cap ky thuat nong nghiep,CannotFound,chăn nuôi thú y,chan nuoi thu y,chan nuoi
4571,Saigontourist,saigontourist,CannotFound,quan ly nha hang,quan ly nha hang,quan ly nha hang
4572,saigontourist,saigontourist,CannotFound,quan ly nha hang,quan ly nha hang,quan ly nha hang
4573,ĐH Griggs - ĐH Quốc Gia Hà Nội,dai hoc griggs dai hoc quoc gia ha noi,dai hoc quoc gia ha noi,quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4574,trường cao đẳng Bách Khoa Hà Nội,cao dang bach khoa ha noi,cao dang nghe bach khoa ha noi,Kế toán,ke toan,ke toan
4575,đai học y hà nội,dai hoc y ha noi,dai hoc y ha noi,răng hàm mặt,rang ham mat,rang ham mat
4576,cao đẳng y tế thái bình,cao dang y te thai binh,cao dang y te thai binh,điều dưỡng đa khoa,dieu duong da khoa,dieu duong
4577,bao binh,bao binh,CannotFound,trung hoc,trung hoc,trung quoc hoc
4578,bon ba,bon ba,CannotFound,bon ba,bon ba,bon ba
4579,Ho Chi Minh University of Law,hcm university of law,dai hoc luat hcm,International Commercial Law,international commercial law,luat quoc te
4580,vien cong nghe ha noi,vien cong nghe ha noi,CannotFound,sua chua oto,sua chua oto,sua chua oto
4581,Đại Học Lao Động Xã Hội CS2,dai hoc lao dong xa hoi co so 2,dai hoc lao dong xa hoi,Quản Lí Nguồn Nhân Lực,quan li nguon nhan luc,quan li nguon nhan luc
4582,lê minh xuân,le minh xuan,CannotFound,bảo trì máy may,bao tri may may,bao tri may may
4583,Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
4584,cao dang su pham tdtt ha noi,cao dang su pham the duc the thao ha noi,cao dang su pham the duc the thao ha noi,gdtc,gdtc,gdtc
4585,THPT Kim Thành,trung hoc pho thong kim thanh,trung hoc pho thong kim thanh,Học sinh phổ thông đã tốt nghiệp,hoc sinh pho thong da tot nghiep,hoc sinh pho thong da tot nghiep
4586,cao đẳng bách việt,cao dang bach viet,cao dang bach viet,sư phạm mầm non,su pham mam non,su pham mam non
4587,Đại học công nghiệp Việt -Hung,dai hoc cong nghiep viet hung,dai hoc cong nghiep viet hung,Tài chính - kế toán,tai chinh ke toan,tai chinh ke toan
4588,huflit,huflit,CannotFound,tiếng anh,tieng anh,su pham tieng anh
4589,Trường đại học Lâm nghiệp Việt Nam,dai hoc lam nghiep viet nam,dai hoc lam nghiep,Khoa học môi trường,khoa hoc moi truong,khoa hoc moi truong
4590,ĐH Giao Thông Vận Tải,dai hoc giao thong van tai,dai hoc giao thong van tai,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
4591,ĐH Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Quản Lý Kinh Tế,quan ly kinh te,quan ly kinh te
4592,hồng bàng,hong bang,CannotFound,quản trị kinh doanh quốc tế,quan tri kinh doanh quoc te,quan tri kinh doanh
4593,cao đẳng công nghệ bắc hà,cao dang cong nghe bac ha,cao dang cong nghe bac ha,quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4594,Cao Đẳng Kinh Tế Đối Ngoại,cao dang kinh te doi ngoai,cao dang kinh te doi ngoai,Kế toán,ke toan,ke toan
4595,Đại học Kinh Tế Luật,dai hoc kinh te luat,dai hoc kinh te luat dai hoc quoc gia hcm,Kế toán -Kiểm toán ,ke toan kiem toan,kiem toan
4596,trung cấp bách nghệ thanh hoa,trung cap bach nghe thanh hoa,CannotFound,su phạm mâm non,su pham mam non,su pham mam non
4597,Đại học Sài Gòn,dai hoc sai gon,dai hoc sai gon,Sư phạm tiếng Anh,su pham tieng anh,su pham tieng anh
4598,Đại học Thủ đô Hà Nội,dai hoc thu do ha noi,dai hoc thu do ha noi,Sư phạm Ngữ Văn,su pham ngu van,su pham ngu van
4599,THPT Chuyên Lê Quý Đôn - Ninh Thuận,trung hoc pho thong chuyen le quy don ninh thuan,trung hoc pho thong chuyen le quy don ninh thuan,Cấp 3,cap 3,cap 3
4600,viện đại học Mở Hà Nội,vien dai hoc mo ha noi,dai hoc mo ha noi,tiếng Anh,tieng anh,su pham tieng anh
4601,truong dao tao lai xe quy duc,dao tao lai xe quy duc,CannotFound,lai xe dau b2,lai xe dau b2,lai xe dau b2
4602,Trung Cấp Âu Việt,trung cap au viet,CannotFound,Kế toán ,ke toan,ke toan
4603,Đại học sư phạm Hà Nội 2,dai hoc su pham ha noi 2,dai hoc su pham ha noi 2,Sư phạm Hóa học,su pham hoa hoc,su pham hoa hoc
4604,ĐH tdtt bắc ninh,dai hoc the duc the thao bac ninh,dai hoc the duc the thao bac ninh,giáo dục thẻ chất,giao duc the chat,giao duc the chat
4605,đại học Kinh doanh và công nghệ Hà Nội,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,tiếng Anh kinh doanh,tieng anh kinh doanh,tieng anh kinh doanh
4606,Đại Học Việt Đức,dai hoc viet duc,dai hoc viet duc,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4607,Đại học SPKT Nam Định,dai hoc spkt nam dinh,dai hoc spkt nam dinh,Điện Tự Động,dien tu dong,dien tu dong
4608,Phú Cường,phu cuong,CannotFound,ko có ch,ko co ch,ko co ch
4609,Đại học Sư phạm Hà Nội,dai hoc su pham ha noi,dai hoc su pham ha noi,"Sư phạm tiếng Pháp, Sư phạm Ngữ văn",su pham tieng phap su pham ngu van,su pham tieng phap
4610,tôn đức thắng,ton duc thang,dai hoc ton duc thang,quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4611,Học viện hàng không Việt Nam,hoc vien hang khong viet nam,hoc vien hang khong viet nam,Quản trị  Kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4612,Đại học Thành Đô,dai hoc thanh do,dai hoc thanh do,Điện- Tự Động Hóa,dien tu dong hoa,dien tu dong hoa
4613,Đại học sư phạm Hà Nội,dai hoc su pham ha noi,dai hoc su pham ha noi,tâm lý học,tam ly hoc,tam ly hoc
4614,Đại học Văn hoá TPHCM,dai hoc van hoa hcm,dai hoc van hoa hcm,Văn hoá học,van hoa hoc,van hoa hoc
4615,trường cao đẳng cảnh sát nhân dân 2,cao dang canh sat nhan dan 2,cao dang canh sat nhan dan 2,tài xế hang c,tai xe hang c,tai xe hang c
4616,đại học cần thơ,dai hoc can tho,dai hoc can tho,quản lý,quan ly,quan ly cong
4617,trường trung cấp giáo dục thường xuyên cầu giấy,trung cap giao duc thuong xuyen cau giay,CannotFound,học gần hết cấp 3,hoc gan het cap 3,hoc gan het cap 3
4618,trung cap nhhe so 10 bqp,trung cap nhhe so 10 bo quoc phong,CannotFound,dien tu dien lanh vao dieu hoa khong khi,dien tu dien lanh vao dieu hoa khong khi,dien tu dien lanh vao dieu hoa khong khi
4619,Đại Học Đại Nam,dai hoc dai nam,dai hoc dai nam,Tài Chính Ngân Hàng,tai chinh ngan hang,tai chinh ngan hang
4620,thpt,trung hoc pho thong,trung hoc pho thong,thpt,trung hoc pho thong,trung hoc pho thong
4621,Đại học Lao Động Xã Hội,dai hoc lao dong xa hoi,dai hoc lao dong xa hoi,kế toán doanh nghiệp,ke toan doanh nghiep,ke toan doanh nghiep
4622,trường cao đẳng dược phú thọ,cao dang duoc phu tho,cao dang y duoc phu tho,chuyên ngành dược,chuyen nganh duoc,chuyen nganh
4623,Đại học FPT,dai hoc fpt,dai hoc fpt,điện tử viễn thông,dien tu vien thong,ky thuat dien tu vien thong
4624,Đại Học Điện Lực,dai hoc dien luc,dai hoc dien luc,Kế Toán Doanh Nghiệp,ke toan doanh nghiep,ke toan doanh nghiep
4625,đại học kinh doanh công nghệ hà nội,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
4626,trung học cơ sở,trung hoc co so,trung hoc co so,ko có,ko co,ko co
4627,THCS Trần Danh Ninh,trung hoc co so tran danh ninh,trung hoc co so tran danh ninh,THCS,trung hoc co so,trung hoc co so
4628,DH Tài chính-Marketing,dai hoc tai chinh marketing,dai hoc tai chinh marketing,Tài chính- Ngân hàng,tai chinh ngan hang,tai chinh ngan hang
4629,đại học sư phạm huế,dai hoc su pham hue,dai hoc su pham hue,công nghệ thiết bị trường học,cong nghe thiet bi truong hoc,cong nghe thiet bi truong hoc
4630,HUTECH,hutech,CannotFound,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
4631,Đại Học Hoà Bình,dai hoc hoa binh,dai hoc hoa binh,Thiết Kế Thời Trang và Tư Vấn Thời Trang,thiet ke thoi trang tu van thoi trang,thiet ke thoi trang
4632,Ngoại ngữ Tin học Tp.Hồ Chó Minh,ngoai ngu tin hoc ho cho minh,CannotFound,Hàn Quốc học,han quoc hoc,han quoc hoc
4633,Trung Cấp Nghề Việt Giao,trung cap nghe viet giao,CannotFound,Quản Trị Nhà Hàng,quan tri nha hang,quan tri nha hang
4634,Đại học Công Nghệ TPHCM ( Hutech ),dai hoc cong nghe hcm,dai hoc cong nghe hcm,Quản trị doanh nghiệp vừa và nhỏ,quan tri doanh nghiep vua nho,quan tri doanh nghiep vua nho
4635,dương quảng hàm,duong quang ham,CannotFound,khối A,khoi a,khoi a
4636,trụng học phổ thông ngô quyền,trung hoc pho thong ngo quyen,trung hoc pho thong ngo quyen,văn hoá,van hoa,van hoa
4637,Cao Đẳng Công Nghiệp Hà Nội,cao dang cong nghiep ha noi,cao dang cong nghe ha noi,Kế toán- Kiểm toán,ke toan kiem toan,kiem toan
4638,Đại học mỏ địa chất,dai hoc mo dia chat,dai hoc mo dia chat,địa chất công trình - địa kỹ thuật,dia chat cong trinh dia ky thuat,dia chat cong trinh dia ky thuat
4639,đại học quốc tế hồng bang,dai hoc quoc te hong bang,dai hoc quoc te hong bang,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
4640,CĐ GTVT TPHCM,cao dang giao thong van tai hcm,cao dang giao thong van tai hcm,KẾ TOÁN,ke toan,ke toan
4641,Đại học Kinh tế Quốc Dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,Quản trị Kinh doanh Quốc tế,quan tri kinh doanh quoc te,quan tri kinh doanh
4642,Cao đẳng Công thương TP Hồ Chí Minh,cao dang cong thuong hcm,cao dang cong thuong hcm,Mechanical Engineering,mechanical engineering,co ky thuat
4643,cao đẳng sư phạm lào cai,cao dang su pham lao cai,cao dang su pham lao cai,giáo dục tiểu hovj,giao duc tieu hovj,giao duc tieu hoc
4644,Đại Học CÔNG NGHỆ TP.HCM ( HUTECH),dai hoc cong nghe hcm,dai hoc cong nghe hcm,THIẾT KẾ ĐỒ HỌA,thiet ke do hoa,thiet ke do hoa
4645,Đại học Xây Dựng,dai hoc xay dung,dai hoc xay dung ha noi,0,0,0
4646,Đại học Xây Dựng,dai hoc xay dung,dai hoc xay dung ha noi,Civil engineering,civil engineering,civil engineering
4647,THPT Phạm Văn Đồng,trung hoc pho thong pham van dong,trung hoc pho thong pham van dong,0,0,0
