,school,major,example_school,data_school,example_major,data_major
2261,Viện đại học Mở Hà Nội,Công nghệ sinh học,trung hoc pho thong,dai hoc mo ha noi,pho thong,cong nghe sinh hoc
2262,Đại học Luật TpHCM,Luật dân sự hình sự,dai hoc ky thuat cong nghe can tho,dai hoc luat hcm,ke toan,luat dan su hinh su
2263,Trường THPT Lương Thế Vinh,trung học phổ thông,dai hoc noi vu ha noi,dai hoc luong the vinh,quan tri van phong,trung hoc pho thong
2264,Trường Trung Cấp Kỹ Thuật Cần thơ,Kế Toán,dai hoc kien giang,CannotFound,tai chinh doanh nghiep,ke toan
2265,Đại Học Nội Vụ Hà Nội,thư ký văn phòng,cao dang kinh te hcm,dai hoc ha noi,quan tri kinh doanh,thu ky van phong
2266,viện ĐH Mở Hà Nội,Tài chính_ kế toán,dai hoc can tho,dai hoc mo ha noi,luat,tai chinh ke toan
2267,cao đẳng kinh tế,quản tri kinh doanh,dai hoc ngoai ngu tin hoc hcm,cao dang kinh te hcm,quan he quoc te,quan tri kinh doanh
2268,Liên thông Trường Đại học Cần thơ,Cử Nhân Luật,cao dang kinh te ky thuat trung uong,dai hoc can tho,quan tri kinh doanh,cu nhan luat
2269,Huflit University,International Relations,hoc vien cong nghe buu chinh vien thong,huflit university,cong nghe thong tin,quan he quoc te
2270,Cao Đẳng Kinh Tế Kỹ Thuật Trung Ương,Quản trị kinh doanh,cao dang nghe cong nghiep ha noi,cao dang kinh te ky thuat trung uong,sinh hoc ung dung,quan tri kinh doanh
2271,Học viện công nghệ Bưu chính viễn thông,Công nghệ thông tin,dai hoc khoa hoc xa hoi nhan van ha noi,hoc vien cong nghe buu chinh vien thong,van hoa hoc,cong nghe thong tin
2272,Cao đẳng kinh tế công nghiệp Hà Nội,Tin học ứng dụng,dai hoc my thuat cong nghiep,cao dang kinh te cong nghiep ha noi,thiet ke cong nghiep,sinh hoc ung dung
2273,Đại học Khoa học Xã hội và Nhân Văn,Văn hóa học,dai hoc su pham ky thuat hcm,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,cong nghe thong tin,van hoa hoc
2274,đại học mỹ thuật công nghiệp,thiết kế công nghiệp,dai hoc tai chinh marketing,dai hoc my thuat cong nghiep,quan tri kinh doanh,thiet ke cong nghiep
2275,Đại Học Sư Phạm Kỹ Thuật Tp HCM,IT,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc su pham ky thuat hcm,quan tri dich vu du lich lu hanh,it
2276,Đại học Tài Chính Marketing,Quản trị kinh doanh,dai hoc van hoa hcm,dai hoc tai chinh marketing,viet nam hoc,quan tri kinh doanh
2277,Đại học Khoa học Xã hội và Nhân văn - DHQG Hà Nội,Khoa : Quản trị Dịch vụ Du lịch và Lữ hành,dai hoc giao thong van tai,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,trung tam,quan tri dich vu du lich lu hanh
2278,Đại học văn hóa TP.HCM,Việt Nam học,dai hoc fpt,dai hoc van hoa hcm,nhat ban hoc,viet nam hoc
2279,dai hoc giao thong,xay dung,dai hoc kinh te ky thuat binh duong,dai hoc giao thong van tai,cong nghe ky thuat hoa hoc,quan ly xay dung
2280,tu do,tu do,dai hoc kien truc hcm,CannotFound,thiet ke noi that,tu do
2281,Đại học Kinh tế - Kĩ thuật Bình Dương,Công nghệ Hoá học,cao dang y te hue,dai hoc kinh te ky thuat binh duong,duoc hoc,cong nghe hoa hoc
2282,Đại hoc Kiến Trúc Hồ Chí Minh,Nội Thất,dai hoc hoa binh,dai hoc kien truc hcm,tai chinh ngan hang,noi that
2283,cao đẳng y tế,dược,dai hoc khoa hoc xa hoi nhan van ha noi,cao dang y te hue,ban do hoc,hoa duoc
2284,Đại học Hòa Bình,Tài Chính - Ngân hàng,dai hoc kinh doanh cong nghe ha noi,dai hoc hoa binh,tai chinh luong,tai chinh ngan hang
2285,đại học khoa học xã hội và nhân văn,Ấn Độ học ,dai hoc fpt,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,quan tri kinh doanh,ban do hoc
2286,đại học kinh doanh va công nghệ,Tài Chính,dai hoc mo hcm,dai hoc kinh doanh cong nghe ha noi,luat kinh te,cong nghe tai chinh
2287,Đại học FPT,Quản trị kinh doanh - chuyên ngành Tài chính,dai hoc cong nghiep hcm,dai hoc fpt,cong nghe may,quan tri kinh doanh
2288,Đại học Mở ,Luật kinh tế - Hệ từ xa,dai hoc thu dau mot,dai hoc mo hcm,ngon ngu anh,luat kinh te
2289,đại học công nghiệp hà nội,công nghệ chế tạo máy,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc cong nghiep ha noi,tieng anh thuong mai,cong nghe che tao may
2290,Đại Học Thủ Dầu Một,Ngôn ngữ Anh,dai hoc tai chinh marketing,dai hoc thu dau mot,quan tri kinh doanh,ngon ngu anh
2291,dai hoc khoa hoc xa hoi va nhan van,văn chương anh,dai hoc cong nghiep hcm,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,cong nghe ky thuat moi truong,van chuong anh
2292,Đại học tài chính marketting,quản trị kinh doanh,dai hoc nguyen tat thanh,dai hoc tai chinh marketing,trung quoc hoc,quan tri kinh doanh
2293,thpt nguyễn hữu thọ,.,hoc vien bao chi tuyen truyen,trung hoc pho thong nguyen huu tho,quan ly kinh te,
2294,Đại học Công nghiệp Tp.HCM,Công nghệ kỹ thuật môi trường,trung cap,dai hoc cong nghiep hcm,kinh te tai nguyen thien nhien,cong nghe ky thuat moi truong
2295,An Thuợng,THCS,dai hoc quy nhon,CannotFound,quan tri kinh doanh,trung hoc co so
2296,Học viện Báo chí và Tuyên truyền,Quản lý kinh tế,cao dang quan y 1,hoc vien bao chi tuyen truyen,duoc hoc,quan ly kinh te
2297,trung cap kinh te Gia Dinh,buu chinh vien thong,dai hoc cong nghe hcm,CannotFound,ke toan doanh nghiep,buu chinh vien thong
2298,Đại học Quy Nhơn,Quản trị kinh doanh,dai hoc cong nghe hcm,dai hoc quy nhon,cong tac thanh thieu nien,quan tri kinh doanh
2299,Trường cao đẳng quân y 1,Dược,dai hoc cong nghiep hcm,cao dang quan y 1,cong nghe ky thuat hoa hoc,hoa duoc
2300,ĐẠI HỌC CÔNG NGHỆ TPHCM,Kế toán doanh nghiệp,dai hoc tai nguyen moi ha noi,dai hoc cong nghe hcm,quan ly tai nguyen moi truong,ke toan doanh nghiep
2301,Hutech,Network,cao dang du lich ha noi,CannotFound,khoa hoc che bien mon an,network
2302,ĐH Công Nghiệp TP HCM,Công nghệ Hoá Học,cao dang nghe cong nghiep ha noi,dai hoc cong nghiep hcm,ke toan,cong nghe hoa hoc
2303,Đại học tài nguyên môi trường,Quản Lý môi trường,dai hoc cong nghiep hcm,dai hoc tai nguyen moi truong hcm,kiem toan,quan ly tai nguyen moi truong
2304,trường cao đẳng du lịch Hà Nội,quản trị chế biến món ăn,dai hoc giao thong van tai,cao dang du lich ha noi,ky thuat dien tu vien thong,quan tri che bien mon an
2305,Cao đẳng kinh tế Công nghiệp Hà Nội,Kế toán,dai hoc kinh te quoc dan,cao dang kinh te cong nghiep ha noi,ke toan,ke toan
2306,ĐH Công Nghiệp TPHCM,Kế toán kiểm toán,cao dang thuong mai du lich ha noi,dai hoc cong nghiep hcm,quan tri kinh doanh,kiem toan
2307,Đại học giao thông vận tải,Kỹ thuật viễn thông,dai hoc mo dia chat,dai hoc giao thong van tai,khai thac thuy san,ky thuat dien tu vien thong
2308,Đại học Kinh tế Quốc dân,Kế toán,dai hoc lao dong xa hoi,dai hoc kinh te quoc dan,ke toan,ke toan
2309,Cao đẳng Thương mại và du lịch Hà Nội,Quản trị kinh doanh,si quan khong quan,cao dang thuong mai du lich ha noi,lai xe,quan tri kinh doanh
2310,đại học mỏ địa chất,khai thác mỏ lộ thiên,dai hoc lam nghiep viet nam,dai hoc mo dia chat,quan tri kinh doanh,khai thac mo lo thien
2311,Đại học Lao động xã hội,Kế toán ,hoc vien hau can,dai hoc lao dong xa hoi,tieng viet van hoa viet nam,ke toan
2312,trường quân đoàn 1,lái xe,dai hoc vinh,CannotFound,xay dung dan dung cong nghiep,lai xe
2313,Đại học Lâm nghiệp,Quản trị kinh doanh,cao dang nghe viet han quang ninh,dai hoc lam nghiep,pha che,quan tri kinh doanh
2314,Học viện Hitachi - Tokyo - Nhật Bản,Tiếng Nhật và Văn hoá Nhật Bản,cao dang nghe an giang,CannotFound,co khi o to,tieng nhat van hoa nhat ban
2315,Đại học Vinh,xây dựng dân dụng và công nghiệp,dai hoc gia dinh,dai hoc vinh,cong nghe thong tin,xay dung dan dung cong nghiep
2316,Quản lý nhà hàng khách sạn Việt Úc,bartender,cao dang nghe ky thuat cong nghe,CannotFound,dien cong nghiep,bartender
2317,cao dang nghe,oto xe mau,dai hoc cong nghe sai gon,cao dang nghe hcm,ky thuat dien tu vien thong,oto xe mau
2318,Đại Học CNTT Gia Định,Công nghệ thông tin,dai hoc cong nghe sai gon,dai hoc cong nghe thong tin dai hoc quoc gia hcm,ky thuat dien tu vien thong,cong nghe thong tin
2319,trường cao đẳng nghề kỹ thuật công nghệ TPHCM,Điện công nghiệp,dai hoc cong nghiep hcm,cao dang nghe ky thuat cong nghe,dien tu dong cong nghiep,dien cong nghiep
2320,Trường ĐH Công nghệ sài gòn,Điện tử viễn thông,dai hoc quoc te dai hoc quoc gia hcm,dai hoc cong nghe sai gon,quan tri kinh doanh,ky thuat dien tu vien thong
2321,Đh công nghệ sài gòn,điện tử viễn thông,trung hoc pho thong,dai hoc cong nghe sai gon,pho thong,ky thuat dien tu vien thong
2322,đại học công nghiệp Tp HCM,Tự Động Hóa,hoc vien ngan hang,dai hoc cong nghiep hcm,he thong thong tin quan ly,tu dong hoa
2323,Troy International University,Business Administration,dai hoc kinh te ky thuat cong nghiep,dai hoc quoc te mien dong,ke toan,quan tri kinh doanh
2324,thpt kim bôi,không,dai hoc hung vuong hcm,trung hoc pho thong kim boi,ke toan,khong
2325,học viện ngân hàng,hệ thống thông tin quản lý,dai hoc staffordshire,hoc vien ngan hang,co hoc,he thong thong tin quan ly
2326,Trường đại học kinh tế kỹ thuật công nghiệp,kế toán,dai hoc hoa sen,dai hoc kinh te ky thuat cong nghiep,ke toan,ke toan
2327,Đại Học Hùng Vương Tp.HCM,kế toán,trung cap,dai hoc hung vuong hcm,su pham tin hoc,ke toan
2328,herfordshire,du lich khach san,dai hoc hung vuong,CannotFound,quy hoach vung do thi,quan tri du lich khach san
2329,ĐH Hoa Sen,Kế Toán,dai hoc kinh te hcm,dai hoc hoa sen,tai chinh ngan hang,ke toan
2330,Trung Cấp Miền Đông,Sư Phạm Tiểu Học,dai hoc lac hong,CannotFound,tai chinh ngan hang,su pham tin hoc
2331,mạch kiếm hùng,mạch kiếm hùng,hoc vien nong nghiep viet nam,CannotFound,cong nghe thuc pham,mach kiem hung
2332,Đại học Kinh tế Tp.Hồ Chí Minh,Tài chính Ngân hàng,dai hoc ha noi,dai hoc kinh te hcm,ngon ngu phap,tai chinh ngan hang
2333,Đại học Lạc Hồng,Tài chính Ngân hang,dai hoc dien luc,dai hoc lac hong,ky thuat dien tu vien thong,tai chinh ngan hang
2334,Học viện nông nghiệp Việt Nam,Công nghệ thực phẩm,dai hoc dien luc,hoc vien nong nghiep viet nam,ke toan,cong nghe thuc pham
2335,Đại học Hà Nội,Ngôn ngữ Pháp,dai hoc kinh doanh cong nghe ha noi,dai hoc ha noi,quan tri kinh doanh,ngon ngu phap
2336,đh điện lực,điện tử viễn thông,dai hoc hang hai viet nam,dai hoc dien luc,kinh te,ky thuat dien tu vien thong
2337,Đại Học Điện Lực,Kế toán ,cao dang cong nghe thu duc,dai hoc dien luc,cong nghe thong tin,ke toan
2338,ĐH Kinh Doanh và Công Nghệ Hà Nội,Quản trị kinh doanh,cao dang kinh te doi ngoai,dai hoc kinh doanh cong nghe ha noi,kinh doanh thuong mai,quan tri kinh doanh
2339,Truong Dai Hoc Hang Hai Viet Nam,Kinh Te Van Tai Bien,trung hoc pho thong,dai hoc hang hai viet nam,trung cap,kinh te van tai
2340,Cao đẳng Công nghệ Thủ Đức,Công nghệ thông tin,cao dang nghe tran dai nghia,cao dang cong nghe thu duc,co khi o to,cong nghe thong tin
2341,Cao Đẳng Kinh Tế Đối Ngoại,Quản Trị Kinh Doanh Thương Mại,dai hoc cong nghiep thuc pham hcm,cao dang kinh te doi ngoai,cong nghe thuc pham,kinh doanh thuong mai
2342,THPT Nguyễn Hiền,Cấp 3,dai hoc van hoa hcm,trung hoc pho thong nguyen hien,thong tin thu vien,cap 3
2343,trung cấp nghề trần đại nghĩa,cơ khí,cao dang cong nghe ha noi,CannotFound,ke toan,co khi
2344,Đại học Công nghiệp thực phẩm tphcm,Công nghệ thực phẩm,trung hoc co so,dai hoc cong nghiep hcm,trung quoc hoc,cong nghe thuc pham
2345,Đại học Văn Hóa Hồ Chí Minh,Thư viện thông tin,trung hoc pho thong,dai hoc van hoa hcm,pho thong,thu vien thong tin
2346,cao đẳng công nghệ đông á,kế toán,trung hoc pho thong,cao dang cong nghe dong a,piano,ke toan
2347,thcs lê minh xuân,thcs le minh xuân,cao dang kinh te ky thuat trung uong,trung hoc co so le minh xuan,quan he quoc te,trung hoc co so le minh xuan
2348,THPT Lê Thánh Tôn,Phổ thông,dai hoc ton duc thang,trung hoc pho thong le thanh ton,kiem toan,pho thong
2349,THPT TT Trương Vĩnh Ký,Cấp III,dai hoc ky thuat cong nghiep dai hoc thai nguyen,trung hoc pho thong tt truong vinh ky,ky thuat co khi,cap 3
2350,Trường đào tạo kinh tế quốc doanh,Quản lý tòa nhà,dai hoc ngoai ngu ha noi,CannotFound,luat thuong mai quoc te,quan ly toa nha
2351,Đại Học Tôn Đức Thắng,Kế Toán - Kiểm Toán,cao dang kinh te hcm,dai hoc ton duc thang,trung cap,kiem toan
2352,Trường Đại Học kỹ thuật công nghiệp Thái Nguyên,Kỹ thuật cơ khí,dai hoc su pham ky thuat hung yen,dai hoc ky thuat cong nghiep thai nguyen,cong nghe phan mem,ky thuat co khi
2353,Guangxi University for Nationalities  - China,International trade,dai hoc tai chinh quan tri kinh doanh,guangxi university for nationalities china,ke toan,international trade
2354,trường cao đẳng kinh tế tphcm,trung cấp kế toán,cao dang cong nghe thong tin hcm,cao dang kinh te hcm,quan tri kinh doanh,ke toan
2355,Đại học Sư phạm Kĩ thuật Hưng Yên,Công nghệ phần mềm,trung hoc pho thong,dai hoc su pham ky thuat hung yen,co hoc,cong nghe phan mem
2356,cao đẳng tài chính quản trị kinh doanh,kế toán,dai hoc nong lam hcm,cao dang tai chinh quan tri kinh doanh,dinh duong khoa hoc thuc pham,ke toan
2357,Cao đẳng Công nghệ thông tin TPHCM,Quản trị kinh doanh,hoc vien hang khong viet nam,cao dang cong nghe thong tin hcm,quan tri kinh doanh,quan tri kinh doanh
2358,trường phổ thông trung học hồ thị kỷ,học lớp 10,cao dang cong nghiep thuc pham,pho thong trung hoc ho thi ky,trung tam,hoc lop 10
2359,ĐH Nông Lâm TpHCM,"Bảo quản, chế biến nông sản thực phẩm và dinh dưỡng người",dai hoc cong nghe hcm,dai hoc nong lam hcm,ngon ngu anh,bao quan che bien nong san thuc pham dinh duong nguoi
2360,Học Viện Hàng Không Việt Nam,Quản trị kinh doanh,dai hoc monash,hoc vien hang khong viet nam,ngon ngu nga,quan tri kinh doanh
2361,thptnghison,phothongtrunghoc,dai hoc su pham hcm,trung hoc pho thongnghison,cong nghe thong tin,phothongtrunghoc
2362,Đại Học Công Nghệ Tp. Hồ Chí Minh,Ngôn Ngữ Anh,dai hoc quoc te hong bang,dai hoc cong nghe hcm,quan ly do thi cong trinh,ngon ngu anh
2363,Montpellier 3,ngôn ngữ,cao dang viet my,CannotFound,quan tri khach san,ngon ngu hoc
2364,dh su pham tphcm,cntt,dai hoc luat hcm,dai hoc su pham hcm,luat thuong mai quoc te,cong nghe thong tin
2365,Đại học Quốc tế Hồng Bàng,Quản lí đô thị,dai hoc ngoai thuong,dai hoc quoc te hong bang,kinh te doi ngoai,quan li do thi
2366,Cao Đẳng Việt Mỹ,Quản Trị Khách Sạn,cao dang cong nghe thong tin hcm,cao dang viet my,cong nghe may,quan tri khach san
2367,Đại học Luật Thành phố Hồ Chí Minh,Luật Thương Mại,dai hoc quoc te hong bang,dai hoc luat hcm,tai chinh ngan hang,luat thuong mai
2368,Đại Học Ngoại Thương,Kinh Tế Đối Ngoại,cao dang nghe ky thuat cong nghe,dai hoc ngoai thuong,cong nghe may,kinh te
2369,trường Cao dang nghe ky thuat công nghệ tp.HCM,may cong nghiep,dai hoc ngoai ngu dai hoc hue,cao dang nghe ky thuat cong nghe,ngon ngu nhat,may cong nghiep
2370,Trường ĐH Quốc tế Hồng Bàng,Tài chính ngân hàng,dai hoc cong nghiep vinh,dai hoc quoc te hong bang,kiem toan,tai chinh ngan hang
2371,CD Nghề Kỹ Thuật Công nghệ Tp.Hcm,May cobg nghe,dai hoc cong nghiep hcm,cao dang nghe ky thuat cong nghe,kiem toan,may cobg nghe
2372,Đại học ngoại ngữ huế,ngôn ngữ và văn hóa nhật bản,dai hoc rmit,dai hoc ngoai ngu hue,thiet ke thoi trang,ngon ngu van hoa nhat ban
2373,Đại học công nghiệp 4,kế toán-kiểm toán,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc cong nghiep hcm,han nom,kiem toan
2374,đại học công nghiệpbtp. hồ chí minh,kế toán kiểm toán,trung hoc pho thong,dai hoc cong nghiep hcm,pho thong,kiem toan
2375,RMIT UNIVERSITY,Bachelor of Fashion Merchandising,cao dang ky thuat cong nghe van xuan,rmit university,ke toan,bachelor of fashion merchandising
2376,Đại Học Khoa học xã hội& Nhân văn,Văn học- Hán Nôm,dai hoc ngoai ngu ha noi,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,phien dich tieng anh,van hoc
2377,Linfield Christian high school (US),high school,cao dang cong nghe ha noi,CannotFound,nghiep vu canh sat,high school
2378,cao đẳng kỹ thuật công nghệ Vạn XUân,kế toán,dai hoc nam cross,cao dang ky thuat cong nghe van xuan,kinh te,ke toan
2379,Đại học Hà Nội- Trung tâm ngoại ngữ  ABC,Tiếng Anh Ielts- Toeic ,dai hoc ngan hang hcm,dai hoc ha noi trung tam ngoai ngu abc,kiem toan,tieng anh ielts toeic
2380,Trường trung cấp Công nghệ Hà Nội,Nghiệp vụ Hướng dẫn viên Du Lịch,dai hoc khoa hoc xa hoi nhan van ha noi,CannotFound,quan he quoc te,nghiep vu huong dan vien du lich
2381,Southern New Hamsphire University,Economics - Finance,trung hoc pho thong,southern new hamsphire university,pho thong,economics finance
2382,Đại học Ngân Hàng TPHCM,Kế toán - Kiểm Toán,cao dang ly tu trong hcm,dai hoc ngan hang hcm,pho thong,kiem toan
2383,DH KHXH&NV,international relations,dai hoc giao thong van tai,dai hoc khoa hoc xa hoi nv,xay dung cau duong,quan he quoc te
2384,Thpt Nguyễn Trung Trực,THPT,dai hoc mo dia chat,trung hoc pho thong nguyen trung truc,thiet ke cong nghiep,trung hoc pho thong
2385,lý tự trọng,thpt,cao dang giao thong van tai trung uong i,cao dang ly tu trong hcm,tin hoc trac dia,trung hoc pho thong
2386,Đại học GTVT Hà Nội,Xây dựng cầu đường bộ,dai hoc bach khoa hcm,dai hoc giao thong van tai,cong nghe may,xay dung cau duong bo
2387,Đại học mỏ địa chất,Máy và thiết bị công nghiệp,cao dang giao thong van tai hcm,dai hoc mo dia chat,ky thuat xay dung,thiet ke cong nghiep
2388,cao đẳng gtvt miền trung,trắc địa công trình,cao dang kinh te ky thuat trung uong,cao dang giao thong van tai trung uong i,quan tri kinh doanh,trac dia cong trinh
